;Paramètre;VIF;cos_teta;R_2;Teta
46;SY__2014042312602DIOB___;26539.550464272896;0.999981160015852;0.9999623203866491;0.3517050292466593
47;SZ__2014042312602DIOB___;28496.788621721167;0.9999824540093561;0.9999649083265741;0.33941201494774886
48;SX__2014042321501EVEB___;150159.33896175012;0.9999966701982314;0.9999933404075503;0.14785871943716455
49;SY__2014042321501EVEB___;26250.06581410536;0.9999809522473001;0.9999619048574171;0.3536390307284448
50;SZ__2014042321501EVEB___;13281.22309162713;0.9999623521562216;0.9999247057298035;0.49717473007806107
51;SX__2014042321602JIVB___;33484.95629595289;0.9999850678098948;0.99997013584276;0.3131121540025655
52;SY__2014042321602JIVB___;20858.760238259874;0.9999760289687826;0.9999520585121754;0.39671795494530626
53;SZ__2014042321602JIVB___;9740.292163569982;0.9999486655199297;0.9998973336750883;0.5805559387233957
54;SX__2014042322006MANB___;67407.5999317588;0.9999925824112577;0.9999851648775359;0.22068320066951705
55;SY__2014042322006MANB___;100521.2639262523;0.999995025915672;0.9999900518560856;0.18071507493476127
56;SZ__2014042322006MANB___;15543.627178886967;0.9999678319586294;0.9999356649520417;0.45956939987144524
57;SX__2014042322901MALB___;70482.10048889394;0.9999929059751335;0.9999858120005921;0.21581629879926859
58;SY__2014042322901MALB___;16359.76249337868;0.9999694367420594;0.9999388744182316;0.44795930246799653
59;SZ__2014042322901MALB___;14544.122310004186;0.9999656212603156;0.9999312437025291;0.4750987089102308
60;SX__2014042323101CIDB___;95374.73488312816;0.9999947575077274;0.9999895150429385;0.1855268280318665
61;SY__2014042323101CIDB___;10157.975276176869;0.999950776380862;0.9999015551846887;0.568494389033579
62;SZ__2014042323101CIDB___;16704.387359703524;0.9999700672959432;0.9999401354878532;0.44331424783985696
63;SX__2014042330302HBMB___;31230.348683803793;0.9999839898040319;0.9999679798643901;0.32421756039591254
64;SY__2014042330302HBMB___;45723.630242871295;0.9999890646755039;0.9999781294705891;0.2679500629692708
